company,director,genre,name,rating,star,writer
United Artists,Mike Nichols,Comedy,The Birdcage,R,Robin Williams,Jean Poiret
New Line Cinema,John Frankenheimer,Horror,The Island of Dr. Moreau,PG-13,David Thewlis,H.G. Wells
Walt Disney Feature Animation,Gary Trousdale,Animation,The Hunchback of Notre Dame,G,Demi Moore,Tab Murphy
Twentieth Century Fox Film Corporation,Nicholas Hytner,Drama,The Crucible,PG-13,Daniel Day-Lewis,Arthur Miller
Clavius Base,Tom Hanks,Comedy,That Thing You Do!,PG,Tom Hanks,Tom Hanks
Miramax,Billy Bob Thornton,Drama,Sling Blade,R,Billy Bob Thornton,Billy Bob Thornton
Digital Image Associates,Jonathan Frakes,Action,First Contact,PG-13,Patrick Stewart,Gene Roddenberry
Alliance Communications Corporation,David Cronenberg,Drama,Crash: Extraños placeres,NC-17,James Spader,J.G. Ballard
Warner Bros.,Stuart Baird,Action,Executive Decision,R,Kurt Russell,Jim Thomas
Regency Enterprises,Ron Shelton,Comedy,Tin Cup,R,Kevin Costner,John Norville
Columbia Pictures Corporation,Wes Anderson,Comedy,Bottle Rocket,R,Luke Wilson,Owen Wilson
Motion Picture Corporation of America (MPCA),Jason Bloom,Comedy,Bio-Dome,PG-13,Pauly Shore,Adam Leff
Walt Disney Pictures,Stephen Herek,Adventure,101 Dalmatians,G,Glenn Close,Dodie Smith
Island Pictures,Paris Barclay,Comedy,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,R,Shawn Wayans,Shawn Wayans
Rysher Entertainment,Bobby Farrelly,Comedy,Kingpin,PG-13,Woody Harrelson,Barry Fanaro
Walt Disney Pictures,Henry Selick,Animation,James and the Giant Peach,PG,Paul Terry,Roald Dahl
Dino De Laurentiis Company,Lana Wachowski,Crime,Bound,R,Jennifer Tilly,Lilly Wachowski
Castle Rock Entertainment,Andrew Bergman,Comedy,Striptease,R,Demi Moore,Carl Hiaasen
Paramount Pictures,Hugh Wilson,Comedy,The First Wives Club,PG,Goldie Hawn,Olivia Goldsmith
Paramount Pictures,Tom Holland,Fantasy,Thinner,R,Joe Mantegna,Stephen King
Universal Pictures,Rob Cohen,Action,DragonHeart,PG-13,Dennis Quaid,Patrick Read Johnson
Imagine Entertainment,Tom Shadyac,Comedy,The Nutty Professor,PG-13,Eddie Murphy,Jerry Lewis
Kasander & Wigman Productions,Peter Greenaway,Drama,El libro de cabecera,NOT RATED,Vivian Wu,Sei Shonagon
Doug Liman Productions,Doug Liman,Comedy,Swingers,R,Vince Vaughn,Jon Favreau
Columbia Pictures Corporation,Ben Stiller,Comedy,The Cable Guy,PG-13,Jim Carrey,Lou Holtz Jr.
Castle Rock Entertainment,Kenneth Branagh,Drama,Hamlet,PG-13,Kenneth Branagh,William Shakespeare
Universal Pictures,Peter Jackson,Comedy,Muertos de miedo,R,Michael J. Fox,Fran Walsh
Fiction Films,Bernardo Bertolucci,Drama,Stealing Beauty,R,Jeremy Irons,Bernardo Bertolucci
Miramax,Douglas McGrath,Comedy,Emma,PG,Gwyneth Paltrow,Jane Austen
Miramax,Ted Demme,Comedy,Beautiful Girls,R,Matt Dillon,Scott Rosenberg
Paramount Pictures,John Carpenter,Action,Escape from L.A.,R,Kurt Russell,John Carpenter
Forge,Renny Harlin,Action,The Long Kiss Goodnight,R,Geena Davis,Shane Black
Argus Film Produktie,Lars von Trier,Drama,Contra viento y marea,R,Emily Watson,Lars von Trier
Turner Pictures (I),Nora Ephron,Comedy,Michael,PG,John Travolta,Peter Dexter
American Zoetrope,Francis Ford Coppola,Comedy,Jack,PG-13,Robin Williams,James DeMonaco
Kopelson Entertainment,Chuck Russell,Action,Eraser,R,Arnold Schwarzenegger,Tony Puryear
Rysher Entertainment,John Herzfeld,Comedy,2 Days in the Valley,R,Teri Hatcher,John Herzfeld
Twentieth Century Fox Film Corporation,John Woo,Action,Broken Arrow,R,John Travolta,Graham Yost
Columbia Pictures Corporation,Harold Ramis,Comedy,Multiplicity,PG-13,Michael Keaton,Chris Miller
New Line Cinema,F. Gary Gray,Action,Set It Off,R,Jada Pinkett Smith,Takashi Bufford
Live Entertainment,David Twohy,Sci-Fi,The Arrival,PG-13,Charlie Sheen,David Twohy
Constellation Entertainment,Stephen Hopkins,Adventure,Garras,R,Michael Douglas,William Goldman
Rysher Entertainment,Campbell Scott,Drama,Big Night,R,Tony Shalhoub,Stanley Tucci
Walt Disney Pictures,Robert Lieberman,Action,D3: The Mighty Ducks,PG,Emilio Estevez,Steven Brill
1492 Pictures,Brian Levant,Comedy,Jingle All the Way,PG,Arnold Schwarzenegger,Randy Kornfield
Twentieth Century Fox Film Corporation,David S. Ward,Comedy,Down Periscope,PG-13,Kelsey Grammer,Hugh Wilson
Balboa Entertainment,Nicolas Winding Refn,Crime,Pusher,NOT RATED,Kim Bodnia,Jens Dahl
Touchstone Pictures,Ron Howard,Action,Ransom,R,Mel Gibson,Cyril Hume
Hollywood Pictures,Alan Parker,Biography,Evita,PG,Madonna,Tim Rice
Lone Wolf,Walter Hill,Action,Last Man Standing,R,Bruce Willis,Ryûzô Kikushima
Touchstone Pictures,Jon Turteltaub,Drama,Phenomenon,PG,John Travolta,Gerald Di Pego
Scott Rudin Productions,Jerry Zaks,Drama,Marvin's Room,PG-13,Meryl Streep,Scott McPherson
Fox 2000 Pictures,Michael Hoffman,Comedy,One Fine Day,PG,Michelle Pfeiffer,Terrel Seltzer
Davis Entertainment,Edward Zwick,Action,Courage Under Fire,R,Denzel Washington,Patrick Sheane Duncan
Miramax,Woody Allen,Comedy,Everyone Says I Love You,R,Woody Allen,Woody Allen
Green Parrot,Paul Thomas Anderson,Crime,Hard Eight,R,Philip Baker Hall,Paul Thomas Anderson
Australian Film Finance Corporation (AFFC),Scott Hicks,Biography,Claroscuro,PG-13,Geoffrey Rush,Jan Sardi
Davis Entertainment,Rob Cohen,Action,Daylight,PG-13,Sylvester Stallone,Leslie Bohem
Paramount Pictures,Simon Wincer,Action,The Phantom,PG,Billy Zane,Lee Falk
Eleventh Street Production,Julian Schnabel,Biography,Basquiat,R,Jeffrey Wright,Lech Majewski
Good Machine,Edward Burns,Comedy,She's the One,R,Edward Burns,Edward Burns
Polygram Filmed Entertainment,David Hogan,Action,Barb Wire,R,Pamela Anderson,Chris Warner
"Kushner-Locke Company, The",Matthew Bright,Comedy,Freeway,R,Reese Witherspoon,Matthew Bright
Hollywood Pictures,Rick Friedberg,Comedy,Spy Hard,PG-13,Leslie Nielsen,Jason Friedberg
Amblin Entertainment,David Koepp,Drama,The Trigger Effect,R,Kyle MacLachlan,James Burke
MDP Worldwide,Jean-Claude Van Damme,Action,The Quest,PG-13,Jean-Claude Van Damme,Frank Dux
TriStar Pictures,Tony Scott,Action,The Fan,R,Robert De Niro,Peter Abrahams
Universal City Studios,Gilbert Adler,Comedy,Bordello of Blood,R,Dennis Miller,William M. Gaines
Castle Rock Entertainment,Christopher Guest,Comedy,Waiting for Guffman,R,Christopher Guest,Christopher Guest
Columbia Pictures Corporation,Carroll Ballard,Adventure,Fly Away Home,PG,Jeff Daniels,Bill Lishman
Warner Bros.,Neil Jordan,Biography,Michael Collins,R,Liam Neeson,Neil Jordan
Hollywood Pictures,Ridley Scott,Adventure,White Squall,PG-13,Jeff Bridges,Charles Gieg Jr.
"Jim Henson Company, The",Brian Henson,Action,Muppet Treasure Island,G,Tim Curry,Robert Louis Stevenson
Chestnut Hill Productions,Annette Haywood-Carter,Drama,Foxfire,R,Hedy Burress,Joyce Carol Oates
Channel Four Films,Mike Leigh,Drama,Secrets & Lies,R,Timothy Spall,Mike Leigh
Columbia Pictures Corporation,John Sayles,Drama,Lone Star,R,Chris Cooper,John Sayles
Interscope Communications,Paul Michael Glaser,Comedy,Kazaam,PG,Shaquille O'Neal,Paul Michael Glaser
Polygram Filmed Entertainment,Jane Campion,Drama,The Portrait of a Lady,PG-13,Nicole Kidman,Henry James
Paramount Pictures,John Schlesinger,Crime,Eye for an Eye,R,Sally Field,Erika Holzer
Bad Bird Productions,Tim Pope,Action,The Crow: City of Angels,R,Vincent Perez,James O'Barr
Universal Pictures,Ernest R. Dickerson,Action,Bulletproof,R,Damon Wayans,Joe Gayton
Castle Rock Entertainment,Rob Reiner,Drama,Ghosts of Mississippi,PG-13,Alec Baldwin,Lewis Colick
Broadway Pictures,Penelope Spheeris,Comedy,Black Sheep,PG-13,Chris Farley,Fred Wolf
Chicago Pacific Entertainment,Andrew Davis,Action,Chain Reaction,PG-13,Keanu Reeves,Arne Schmidt
Cineritino S.r.L.,Franco Zeffirelli,Drama,Jane Eyre,PG,William Hurt,Charlotte Brontë
Largo Entertainment,Lee Tamahori,Crime,Mulholland Falls,R,Nick Nolte,Peter Dexter
Warner Bros.,John Gray,Action,The Glimmer Man,R,Steven Seagal,Kevin Brodbin
Joe Wizan/Todd Black,Ken Kwapis,Comedy,Dunston Checks In,PG,Jason Alexander,John Hopkins
TriStar Pictures,Barbra Streisand,Comedy,The Mirror Has Two Faces,PG-13,Barbra Streisand,André Cayatte
Twentieth Century Fox Film Corporation,Michael Lehmann,Comedy,The Truth About Cats & Dogs,PG-13,Uma Thurman,Audrey Wells
"Ladd Company, The",Arlene Sanford,Comedy,A Very Brady Sequel,PG-13,Shelley Long,Sherwood Schwartz
Touchstone Pictures,Jon Avnet,Drama,Up Close & Personal,PG-13,Robert Redford,Joan Didion
Walt Disney Pictures,David R. Ellis,Adventure,Homeward Bound II: Lost in San Francisco,G,Michael J. Fox,Chris Hauty
Channel Four Films,Hettie Macdonald,Comedy,Beautiful Thing,R,Glen Berry,Jonathan Harvey
Universal Pictures,Alan Shapiro,Family,Flipper,PG,Paul Hogan,Ricou Browning
Mundy Lane Entertainment,Penny Marshall,Comedy,The Preacher's Wife,PG,Denzel Washington,Robert Nathan
Rysher Entertainment,Robert Harling,Comedy,The Evening Star,PG-13,Shirley MacLaine,Larry McMurtry
Castle Rock Entertainment,Richard Linklater,Drama,SubUrbia,R,Giovanni Ribisi,Eric Bogosian
Metro-Goldwyn-Mayer (MGM),Harry Winer,Comedy,House Arrest,PG,Jamie Lee Curtis,Michael Hitchcock
Paramount Pictures,Mike Judge,Animation,Beavis and Butt-Head Do America,PG-13,Mike Judge,Mike Judge
Geffen Pictures,John Payson,Comedy,Joe's Apartment,PG-13,Jerry O'Connell,John Payson
Morgan Creek Productions,Eric Red,Horror,Bad Moon,R,Mariel Hemingway,Wayne Smith
Nickelodeon Movies,Bronwen Hughes,Comedy,Harriet the Spy,PG,Michelle Trachtenberg,Louise Fitzhugh
Paramount Pictures,Albert Brooks,Comedy,Mother,PG-13,Albert Brooks,Albert Brooks
Dinamo Entertainment,Robert Mandel,Action,The Substitute,R,Tom Berenger,Roy Frumkes
"Jackson/McHenry Company,The",Martin Lawrence,Comedy,A Thin Line Between Love and Hate,R,Martin Lawrence,Martin Lawrence
Miramax,David O. Russell,Comedy,Flirting with Disaster,R,Ben Stiller,David O. Russell
Columbia Pictures Corporation,Brian Gibson,Drama,The Juror,R,Demi Moore,George Dawes Green
Imagine Entertainment,Jonathan Lynn,Comedy,Sgt. Bilko,PG,Steve Martin,Nat Hiken
Fine Line Features,Steven Baigelman,Comedy,Feeling Minnesota,R,Keanu Reeves,Steven Baigelman
Columbia Pictures Corporation,Ringo Lam,Action,Maximum Risk,R,Jean-Claude Van Damme,Larry Ferguson
United Artists Pictures,Howard Franklin,Comedy,Larger Than Life,PG,Bill Murray,Roy Blount Jr.
Golden Harvest Company,Stanley Tong,Action,Police Story 4: First Strike,PG-13,Jackie Chan,Greg Mellott
Peters Entertainment,Peter Segal,Adventure,My Fellow Americans,PG-13,Jack Lemmon,E. Jack Kaplan
New Line Cinema,Steve Barron,Adventure,The Adventures of Pinocchio,G,Martin Landau,Sherry Mills
British Broadcasting Corporation (BBC),Michael Winterbottom,Drama,Jude,R,Christopher Eccleston,Hossein Amini
Juno Pix,Michael Goldenberg,Romance,Bed of Roses,PG,Christian Slater,Michael Goldenberg
ABC Productions,Jeremiah S. Chechik,Drama,Diabolique,R,Sharon Stone,Pierre Boileau
NFH Productions,Stephen Frears,Drama,Mary Reilly,R,Julia Roberts,Valerie Martin
Channel Four Films,Mark Herman,Comedy,Brassed Off,R,Pete Postlethwaite,Mark Herman
Miramax,Matt Reeves,Comedy,The Pallbearer,PG-13,David Schwimmer,Jason Katims
Castle Rock Entertainment,Michael Apted,Crime,Extreme Measures,R,Hugh Grant,Michael Palmer
Dimitri Villard Productions,Richard Attenborough,Biography,In Love and War,PG-13,Sandra Bullock,Henry S. Villard
Addis Wechsler Pictures,Steve Buscemi,Comedy,Trees Lounge,R,Steve Buscemi,Steve Buscemi
Independent Pictures (II),Alexander Payne,Comedy,Citizen Ruth,R,Laura Dern,Alexander Payne
Caravan Pictures,Barbet Schroeder,Crime,Before and After,PG-13,Meryl Streep,Rosellen Brown
Good Dog Productions LLC,Dale Rosenbloom,Drama,Shiloh,PG,Blake Heron,Phyllis Reynolds Naylor
Atman Entertainment,Reginald Hudlin,Comedy,The Great White Hype,R,Samuel L. Jackson,Tony Hendra
Longview Entertainment,Bill Couturié,Comedy,Ed,PG,Matt LeBlanc,Ken Richards
Caravan Pictures,David Mickey Evans,Family,First Kid,PG,Sinbad,Tim Kelleher
Dino De Laurentiis Company,John Dahl,Drama,Unforgettable,R,Ray Liotta,Bill Geddie
Paramount Pictures,Sidney Lumet,Crime,Night Falls on Manhattan,R,Andy Garcia,Robert Daley
Universal Pictures,James Foley,Crime,The Chamber,R,Chris O'Donnell,John Grisham
New Line Cinema,Farhad Mann,Action,Lawnmower Man 2: Beyond Cyberspace,PG-13,Patrick Bergin,Farhad Mann
TriStar Pictures,Hart Bochner,Comedy,High School High,PG-13,Jon Lovitz,David Zucker
Allied Filmmakers,Terry Jones,Adventure,Mr. Toad's Wild Ride,PG,Steve Coogan,Terry Jones
Castle Rock Entertainment,Harold Becker,Drama,City Hall,R,Al Pacino,Ken Lipper
Mandeville Films,Nick Castle,Comedy,Mr. Wrong,PG-13,Ellen DeGeneres,Chris Matheson
Castle Rock Entertainment,Fraser C. Heston,Adventure,Alaska,PG,Thora Birch,Andy Burg
Metro-Goldwyn-Mayer (MGM),Pen Densham,Drama,Moll Flanders,PG-13,Robin Wright,Daniel Defoe
Renaissance Films,Trevor Nunn,Comedy,Twelfth Night or What You Will,PG,Helena Bonham Carter,William Shakespeare
Metro-Goldwyn-Mayer (MGM),Kevin Hooks,Action,Fled,R,Laurence Fishburne,Preston A. Whitmore II
Rastar Pictures,Michael Pressman,Drama,To Gillian on Her 37th Birthday,PG-13,Peter Gallagher,Michael Brady
October Films,Abel Ferrara,Crime,The Funeral,R,Christopher Walken,Nicholas St. John
Boneyard Film Company Inc.,Lynne Stopkewich,Drama,Kissed,R,Molly Parker,Angus Fraser
Fox Searchlight Pictures,Spike Lee,Comedy,Girl 6,R,Theresa Randle,Suzan-Lori Parks
A Band Apart,Reb Braddock,Comedy,Curdled,R,William Baldwin,Reb Braddock
Recorded Picture Company (RPC),Bob Rafelson,Crime,Blood and Wine,R,Jack Nicholson,Nick Villiers
PVM Entertainment,Phil Joanou,Drama,Heaven's Prisoners,R,Alec Baldwin,James Lee Burke
Hollywood Pictures,Donald Petrie,Comedy,The Associate,PG-13,Whoopi Goldberg,Jenaro Prieto
Permut Presentations,Steve Rash,Comedy,Eddie,PG-13,Whoopi Goldberg,Steve Zacharias
Bruin Grip Services,Larry Bishop,Comedy,Mad Dog Time,R,Ellen Barkin,Larry Bishop
Imagine Entertainment,John Landis,Comedy,The Stupids,PG,Tom Arnold,James Marshall
Interscope Communications,Stacy Cochran,Mystery,Boys,PG-13,Winona Ryder,Stacy Cochran
TriStar Pictures,Richard Benjamin,Comedy,Mrs. Winterbourne,PG-13,Shirley MacLaine,Cornell Woolrich
Playhouse International Pictures,Mary Harron,Biography,I Shot Andy Warhol,R,Lili Taylor,Jeremiah Newton
Distant Horizon,Daniel Lee,Action,Black Mask,R,Jet Li,Hark Tsui
Appledown Films Inc.,Michael Cimino,Crime,The Sunchaser,R,Woody Harrelson,Charles Leavitt
MGM Family Entertainment,Larry Leker,Animation,All Dogs Go to Heaven 2,G,Charlie Sheen,Mark Young
Albino Alligator Productions,Kevin Spacey,Crime,Albino Alligator,R,Matt Dillon,Christian Forte
Hit Entertainment,John Murlowski,Comedy,Santa with Muscles,PG,Hulk Hogan,Jonathan Bond
Pope Productions,Lisa Krueger,Comedy,Manny & Lo,R,Scarlett Johansson,Lisa Krueger
Regency Enterprises,Arthur Hiller,Comedy,Carpool,PG,Tom Arnold,Don Rhymer
Fine Line Features,Keith Gordon,Drama,Mother Night,R,Nick Nolte,Kurt Vonnegut Jr.
Morgan Creek Productions,Bill Bennett,Comedy,Two If by Sea,R,Sandra Bullock,Denis Leary
Beacon Communications,Stephen Frears,Comedy,The Van,R,Colm Meaney,Roddy Doyle
Lakeshore Entertainment,Tom DiCillo,Comedy,Box of Moon Light,R,John Turturro,Tom DiCillo
Castle Rock Entertainment,Terry George,Drama,Some Mother's Son,R,Helen Mirren,Terry George
FM Entertainment International N.V.,Alan Mehrez,Action,Bloodsport 2,R,Daniel Bernhardt,Jeff Schechter
Canal+,Jaco Van Dormael,Comedy,The Eighth Day,Not specified,Daniel Auteuil,Jaco Van Dormael
Merchant Ivory Productions,James Ivory,Biography,Surviving Picasso,R,Anthony Hopkins,Arianna Huffington
Fernando Trueba Producciones Cinematográficas,Fernando Trueba,Comedy,Two Much,PG-13,Antonio Banderas,Donald E. Westlake
TriStar Pictures,Charles T. Kanganis,Adventure,Race the Sun,PG,Halle Berry,Barry Morrow
Opala Productions,Randal Kleiser,Drama,It's My Party,R,Eric Roberts,Randal Kleiser
Epithète Films,Patrice Leconte,Comedy,Ridicule,R,Charles Berling,Rémi Waterhouse
Hollywood Pictures,Amy Holden Jones,Thriller,The Rich Man's Wife,R,Halle Berry,Amy Holden Jones
New Line Cinema,Bruno Barreto,Drama,Carried Away,R,Dennis Hopper,Jim Harrison
New Regency Pictures,Norman Jewison,Comedy,Bogus,PG,Whoopi Goldberg,Jeff Rothberg
Connection III Entertainment,Doug Ellin,Comedy,Phat Beach,R,Jermaine 'Huggy' Hopkins,Cleveland O'Neal III
Motion Picture Corporation of America (MPCA),Emilio Estevez,Drama,The War at Home,R,Emilio Estevez,James Duff
Cinehaus,Robert M. Young,Drama,Caught,R,Edward James Olmos,Edward Pomerantz
CiBy 2000,Robert Altman,Crime,Kansas City,R,Jennifer Jason Leigh,Robert Altman
Majestic Films International,Jim Wilson,Comedy,Head Above Water,PG-13,Harvey Keitel,Eirik Ildahl
Cinema 7,Joseph Bologna,Comedy,Love Is All There Is,R,Lainie Kazan,Gabriel Bologna
Paramount Pictures,Kelly Makin,Comedy,Kids in the Hall: Brain Candy,R,Dave Foley,Norm Hiscock
Canal+,Éric Rohmer,Comedy,A Summer's Tale,G,Melvil Poupaud,Éric Rohmer
Caravan Pictures,Tom DeCerchio,Comedy,Celtic Pride,PG-13,Damon Wayans,Judd Apatow
Eurimages,Jean-Pierre Dardenne,Drama,La Promesse,NOT RATED,Jérémie Renier,Luc Dardenne
Motion Picture Corporation of America (MPCA),Eric Schaeffer,Comedy,If Lucy Fell,R,Sarah Jessica Parker,Eric Schaeffer
Twentieth Century Fox Film Corporation,Christopher Hampton,Drama,The Secret Agent,R,Bob Hoskins,Joseph Conrad
Dacia Films,Olivier Assayas,Comedy,Irma Vep,NOT RATED,Maggie Cheung,Olivier Assayas
Touchstone Pictures,Bruce Beresford,Drama,Last Dance,R,Sharon Stone,Steven Haft
Daiei Studios,Masayuki Suo,Comedy,Shall We Dance?,PG,Kôji Yakusho,Masayuki Suo
Castle Rock Entertainment,Lee David Zlotoff,Drama,The Spitfire Grill,PG-13,Alison Elliott,Lee David Zlotoff
Triumph Films,Norberto Barba,Action,Solo,PG-13,Mario Van Peebles,Robert Mason
Mindy Affrime,Susan Streitfeld,Drama,Female Perversions,R,Tilda Swinton,Louise J. Kaplan
Best Brains,Jim Mallon,Comedy,Mystery Science Theater 3000: The Movie,PG-13,Trace Beaulieu,Michael J. Nelson
Twentieth Century Fox Film Corporation,James Cameron,Drama,Titanic,PG-13,Leonardo DiCaprio,James Cameron
Be Gentlemen Limited Partnership,Gus Van Sant,Drama,Good Will Hunting,R,Robin Williams,Matt Damon
Gaumont,Luc Besson,Action,The Fifth Element,PG-13,Bruce Willis,Luc Besson
Tig Productions,Kevin Costner,Action,The Postman,R,Kevin Costner,David Brin
Walt Disney Pictures,Ron Clements,Animation,Hercules,G,Tate Donovan,Ron Clements
Melampo Cinematografica,Roberto Benigni,Comedy,Life Is Beautiful,PG-13,Roberto Benigni,Vincenzo Cerami
TriStar Pictures,Paul Verhoeven,Action,Starship Troopers,R,Casper Van Dien,Edward Neumeier
Warner Bros.,Robert Zemeckis,Drama,Contact,PG,Jodie Foster,James V. Hart
Guild,Adrian Lyne,Drama,Lolita,R,Jeremy Irons,Vladimir Nabokov
Touchstone Pictures,Simon West,Action,Con Air,R,Nicolas Cage,Scott Rosenberg
New Line Cinema,Paul Thomas Anderson,Drama,Boogie Nights,R,Mark Wahlberg,Paul Thomas Anderson
Columbia Pictures Corporation,Barry Sonnenfeld,Adventure,Men in Black,PG-13,Tommy Lee Jones,Lowell Cunningham
Regency Enterprises,Curtis Hanson,Crime,L.A. Confidential,R,Kevin Spacey,James Ellroy
Warner Bros.,Joel Schumacher,Action,Batman & Robin,PG-13,Arnold Schwarzenegger,Bob Kane
Permut Presentations,John Woo,Action,Face/Off,R,John Travolta,Mike Werb
Polygram Filmed Entertainment,David Fincher,Drama,The Game,R,Michael Douglas,John Brancato
Columbia Pictures Corporation,Andrew Niccol,Drama,Gattaca,PG-13,Ethan Hawke,Andrew Niccol
DENTSU Music And Entertainment,Hayao Miyazaki,Animation,Princess Mononoke,PG-13,Yôji Matsuda,Hayao Miyazaki
Warner Bros.,Taylor Hackford,Drama,The Devil's Advocate,R,Keanu Reeves,Andrew Neiderman
Mandalay Entertainment,Jim Gillespie,Horror,I Know What You Did Last Summer,R,Jennifer Love Hewitt,Lois Duncan
Miramax,Quentin Tarantino,Crime,Jackie Brown,R,Pam Grier,Quentin Tarantino
Brandywine Productions,Jean-Pierre Jeunet,Action,Alien Resurrection,R,Sigourney Weaver,Dan O'Bannon
Universal Pictures,Steven Spielberg,Action,The Lost World: Jurassic Park,PG-13,Jeff Goldblum,Michael Crichton
Golar Productions,Paul W.S. Anderson,Horror,Event Horizon,R,Laurence Fishburne,Philip Eisner
